,ip,nb_www,nb_com,nb_dslash,http_in_path,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,random_domain,shortening_service,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,nb_hyperlinks,ratio_intHyperlinks,ratio_extHyperlinks,nb_extCSS,ratio_extRedirection,ratio_extErrors,login_form,external_favicon,ratio_intMedia,ratio_extMedia,popup_window,safe_anchor,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank,len_url,len_hostname,qty_points,qty_hyphen,qty_at_sign,qty_question_mark,qty_ampersand,qty_equal_sign,qty_underscore,qty_porcentage,qty_back_slash,qty_colon,qty_comma,qty_semicolon,qty_dollar_sign,is_https,numbers_url_ratio,numbers_hostname_ratio
855,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,8,2,1,1,9,9,7,9,5.375,4.857142857,9.0,1,0,0,0,0,21,0.19047619,0.80952381,1,0.176470588,0.0,0,1,20.0,80.0,0,25.0,0,1,1,0,228,5615,0,0,1,5,61,44,4,3,0,0,0,0,0,0,3,1,0,0,0,0,0.0,0.0
166,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,3,3,0,10,10,0,6.5,6.5,0.0,0,0,0,0,0,53,0.867924528,0.132075472,1,0.285714286,0.0,0,1,66.66666667,33.33333333,0,85.0,0,0,0,1,0,-1,543542,0,0,3,26,17,2,0,0,0,0,0,0,0,3,1,0,0,0,1,0.0,0.0
2472,0,0,2,0,0,0,0,1,0,0,3,0,0,1,0,10,4,3,5,3,12,7,12,5.8,6.0,5.714285714,0,0,0,0,0,1,0.0,1.0,0,0.0,0.0,0,0,0.0,100.0,0,0.0,0,0,0,0,2975,8346,1,0,1,10,79,24,7,0,1,0,0,0,0,0,4,1,0,0,0,1,0.012658227848101266,0.0
8512,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,3,3,3,14,14,11,6.666666667,8.5,5.75,0,0,0,0,0,59,0.898305085,0.101694915,0,0.0,0.0,0,0,80.0,20.0,0,25.0,0,1,1,0,-1,3864,2280,0,0,4,56,22,3,0,0,0,0,0,0,0,5,1,0,0,0,0,0.0,0.0
2086,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,4,6,3,3,3,12,10,12,7.0,6.5,7.5,0,0,0,0,0,43,0.511627907,0.488372093,3,0.142857143,0.047619048,0,1,75.0,25.0,0,70.83333333,0,1,1,0,5,-1,0,0,1,2,46,21,3,0,0,0,0,0,0,0,4,1,0,0,0,1,0.0,0.0
4418,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,3,3,0,10,10,0,6.5,6.5,0.0,0,0,0,0,0,40,0.1,0.9,1,0.0,0.055555556,0,1,0.0,100.0,0,44.44444444,0,0,1,0,399,-1,4775526,0,0,5,27,18,2,0,0,0,0,0,0,0,3,1,0,0,0,1,0.0,0.0
2579,0,1,1,0,0,0,0,1,0,0,2,0,0,0,0,7,3,3,3,3,11,11,8,5.285714286,7.0,4.6,0,0,0,0,0,14,0.5,0.5,0,0.142857143,0.0,0,0,0.0,100.0,0,42.85714286,0,0,0,0,174,4209,66570,0,0,5,55,19,2,3,0,0,0,0,0,0,5,1,0,0,0,0,0.0,0.0
2309,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,8,2,2,9,2,10,10,5,4.625,9.5,3.0,2,0,0,1,0,20,0.15,0.85,2,0.0,0.0,0,1,100.0,0.0,0,0.0,0,1,0,0,545,4914,58891,0,1,4,59,26,4,1,0,1,0,1,0,0,5,1,0,0,0,1,0.0,0.0
9534,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,3,3,3,0,13,13,0,8.0,8.0,0.0,0,0,0,0,0,19,0.894736842,0.105263158,0,0.0,0.0,0,0,100.0,0.0,0,0.0,0,1,1,0,470,3913,7604323,0,0,2,31,23,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0.0,0.0
3590,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,4,0,2,2,0,34,34,0,11.25,11.25,0.0,0,0,0,1,0,47,1.0,0.0,0,0.0,0.0,0,0,100.0,0.0,0,100.0,0,1,1,1,0,-1,0,0,1,0,59,51,4,0,0,0,0,0,0,0,3,1,0,0,0,0,0.1864406779661017,0.21568627450980393
5146,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,6,4,3,3,4,10,9,10,7.0,6.0,7.5,0,0,0,0,0,123,0.926829268,0.073170732,0,0.222222222,0.0,0,0,100.0,0.0,0,40.0,0,1,0,0,3226,4444,59591,0,0,4,58,17,3,2,0,0,0,0,0,0,3,1,0,0,0,0,0.0,0.0
4045,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,3,8,8,0,9,9,0,8.5,8.5,0.0,0,0,0,0,0,44,0.204545455,0.795454545,3,0.2,0.0,0,1,12.5,87.5,0,21.42857143,0,1,0,0,371,7298,0,0,0,5,30,22,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0.1,0.13636363636363635
8963,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,6,7,6,7,7,6,6.5,7.0,6.0,0,0,0,0,0,8,0.125,0.875,1,0.0,0.0,0,1,0.0,100.0,0,0.0,0,0,0,0,0,2139,309382,0,1,7,25,10,1,0,0,0,0,0,0,0,3,1,0,0,0,1,0.2,0.0
7815,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,8,8,0,8,8,0,8.0,8.0,0.0,1,0,0,0,0,13,0.0,1.0,1,0.0,0.461538462,0,1,0.0,100.0,0,100.0,0,0,0,0,770,6170,567796,0,1,3,29,21,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0.20689655172413793,0.2857142857142857
1343,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,8,8,0,9,9,0,8.5,8.5,0.0,0,0,0,0,0,82,0.341463415,0.658536585,3,0.333333333,0.055555556,1,1,0.0,100.0,0,0.0,0,1,1,0,370,7299,2794767,0,0,5,30,22,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0.0,0.0
5163,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,1,2,1,9,9,5,3.714285714,5.5,3.0,0,0,0,0,0,315,0.898412698,0.101587302,0,0.03125,0.03125,0,0,100.0,0.0,0,64.04494382,0,1,1,0,905,7130,12,0,0,7,44,16,2,0,0,0,0,0,3,0,4,1,0,0,0,1,0.0,0.0
2305,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,4,6,4,6,6,4,5.0,6.0,4.0,0,0,0,0,0,3,1.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,1,0,0,355,2932,0,0,1,0,23,10,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0.043478260869565216,0.1
5728,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,2,3,2,9,9,7,5.25,6.0,4.5,0,0,0,0,0,62,1.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,2508,5892,35,0,1,10,36,17,3,0,0,0,0,0,0,0,3,1,0,0,0,1,0.0,0.0
7053,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,4,11,4,11,11,7,6.75,11.0,5.333333333,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,1,1,0,0,329,-1,0,0,1,0,44,18,3,0,0,0,0,0,0,0,4,1,0,0,0,0,0.0,0.0
4306,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,7,7,0,15,15,0,11.0,11.0,0.0,0,0,0,0,0,145,0.227586207,0.772413793,4,0.160714286,0.053571429,1,1,80.0,20.0,0,6.451612903,0,1,0,0,249,6325,3951236,0,0,5,34,27,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0.0,0.0
7138,0,0,1,0,0,0,0,1,0,0,2,1,0,1,0,14,4,1,2,1,40,10,40,7.714285714,6.666666667,8.0,0,0,0,0,0,19,0.736842105,0.263157895,0,0.0,0.0,0,0,0.0,0.0,0,100.0,0,1,1,0,382,8018,0,0,1,4,135,26,2,1,0,1,0,1,4,0,7,3,0,0,0,1,0.044444444444444446,0.0
10153,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,3,3,0,6,6,0,4.5,4.5,0.0,0,0,0,0,0,128,0.96875,0.03125,0,0.0,0.25,0,0,100.0,0.0,0,33.33333333,0,0,0,1,0,4148,0,0,0,2,21,13,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0.0,0.0
9647,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,13,6,3,3,3,10,10,9,6.230769231,6.5,6.181818182,0,0,0,0,0,177,0.971751412,0.028248588,1,0.0,0.0,0,1,100.0,0.0,0,98.7012987,0,0,1,0,3537,3037,3636,0,0,5,105,18,3,7,0,0,0,0,0,0,5,1,0,0,0,1,0.05714285714285714,0.0
6394,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,1,3,10,3,11,11,3,8.0,10.5,3.0,0,0,0,0,0,8,1.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,122,1338,22211,0,1,6,38,25,2,0,0,0,0,0,0,0,4,1,0,0,0,1,0.21052631578947367,0.32
6991,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,2,2,7,2,10,7,10,6.5,7.0,6.333333333,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,1,1,1,0,781,-1,1106852,0,1,4,70,19,3,0,0,0,0,0,0,3,4,1,0,0,0,0,0.08571428571428572,0.0
3830,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,5,4,3,3,5,8,7,8,6.2,5.0,7.0,1,0,0,0,0,87,0.505747126,0.494252874,6,0.0,0.0,1,1,0.0,100.0,0,37.5,0,0,1,0,102,994,0,0,1,2,47,15,2,0,0,0,0,0,0,0,6,1,0,0,0,0,0.0,0.0
16,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,2,3,3,3,0,14,14,0,8.5,8.5,0.0,0,0,0,0,0,125,0.96,0.04,0,0.2,0.0,0,0,100.0,0.0,0,76.19047619,0,1,1,0,3069,8301,99386,0,0,4,31,22,2,0,0,0,0,0,0,0,3,1,0,0,0,1,0.0,0.0
3196,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,6,1,3,4,3,6,6,5,4.5,5.0,4.25,0,0,0,1,0,3,0.0,1.0,0,0.333333333,0.0,0,0,0.0,0.0,0,0.0,0,1,1,0,80,2110,0,0,1,0,45,16,2,1,1,1,0,1,0,0,3,1,0,0,0,0,0.0,0.0
4340,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,2,3,5,3,8,7,8,5.727272727,6.0,5.666666667,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,1,1,1,0,269,9229,6293,0,1,6,84,17,3,0,0,0,0,0,1,3,6,1,0,0,0,0,0.09523809523809523,0.0
9554,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,1,1,12,1,12,12,8,5.25,12.0,4.285714286,0,0,0,0,0,4,0.0,1.0,1,0.0,0.0,0,1,0.0,0.0,0,0.0,0,1,1,0,124,-1,0,0,0,0,63,19,2,0,0,0,0,1,0,0,8,1,0,0,0,0,0.1746031746031746,0.0
802,1,0,1,0,0,0,0,0,1,0,3,1,0,0,0,13,2,2,3,2,17,13,17,7.769230769,8.4,7.375,0,0,0,0,0,4,1.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,100.0,0,1,0,0,15,4003,5816617,0,1,0,127,50,4,1,0,1,2,3,2,0,4,1,0,0,0,1,0.14960629921259844,0.0
4580,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,2,3,3,3,0,6,6,0,4.5,4.5,0.0,0,0,0,0,0,39,0.923076923,0.076923077,0,0.0,0.333333333,0,0,0.0,0.0,0,33.33333333,0,0,1,0,888,5320,111353,0,0,4,23,14,2,0,0,0,0,0,0,0,3,1,0,0,0,1,0.0,0.0
1936,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,11,11,0,14,14,0,12.5,12.5,0.0,1,0,0,0,2,47,0.0,1.0,1,0.0,0.319148936,0,1,0.0,0.0,0,0.0,0,1,0,0,242,1950,341948,0,1,1,38,30,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0.0,0.0
3427,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,10,4,1,3,1,8,8,8,4.2,5.5,3.875,0,0,0,0,0,172,0.534883721,0.465116279,0,0.0625,0.0,1,1,9.090909091,90.90909091,0,21.42857143,0,1,1,0,110,7925,570,0,0,7,63,16,2,3,0,0,0,0,0,0,7,1,0,0,0,1,0.36507936507936506,0.0
3237,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,6,0,3,8,3,14,8,14,7.833333333,8.0,7.8,0,0,0,0,0,362,0.977900552,0.022099448,0,0.25,0.25,0,0,0.0,0.0,0,76.0,0,1,0,0,250,5594,7023,0,0,5,63,12,2,0,0,0,0,0,0,0,6,1,0,0,0,0,0.0,0.0
10825,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,3,3,7,7,3,7,5.0,3.0,7.0,0,0,0,0,0,58,0.965517241,0.034482759,0,0.5,0.0,0,0,100.0,0.0,0,50.0,0,0,1,1,0,7744,180047,0,0,5,21,6,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0.0,0.0
5729,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,2,1,4,1,24,8,24,7.375,6.0,7.833333333,0,0,0,0,0,6,0.0,1.0,1,0.166666667,0.0,1,1,0.0,100.0,0,0.0,0,1,0,0,344,1116,0,0,0,0,77,17,3,0,0,1,1,2,0,0,3,1,0,1,0,0,0.22077922077922077,0.0
901,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,13,1,1,4,1,8,8,7,4.076923077,6.0,3.5,0,0,0,0,0,38,0.842105263,0.157894737,0,0.0,1.0,0,1,100.0,0.0,0,0.0,0,0,0,0,3003,7590,635,0,1,5,77,24,3,2,0,0,0,0,5,0,5,1,0,0,0,1,0.05194805194805195,0.0
7861,1,0,0,0,0,0,0,1,1,1,3,0,0,0,0,14,3,2,2,2,11,3,11,4.928571429,2.75,5.8,1,0,0,0,2,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,1,1,0,1,0,-1,0,1,1,0,75,14,3,0,0,0,0,0,0,0,9,1,0,0,0,0,0.14666666666666667,0.7857142857142857
4805,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,14,7,2,3,2,11,7,11,6.071428571,5.0,6.25,0,0,0,0,0,143,0.41958042,0.58041958,0,0.144578313,0.542168675,0,1,0.0,100.0,1,11.76470588,0,1,0,0,140,5339,11052,0,0,6,109,15,2,11,0,0,0,0,0,0,3,1,0,0,0,0,0.10091743119266056,0.0
1799,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,1,8,8,0,9,9,0,8.5,8.5,0.0,0,0,0,0,0,23,0.086956522,0.913043478,3,0.047619048,0.0,0,1,0.0,100.0,0,0.0,0,1,1,0,360,7309,0,0,0,5,31,22,2,0,0,0,0,0,0,0,3,1,0,0,0,1,0.0,0.0
11381,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,5,1,2,2,4,11,9,11,6.8,5.5,7.666666667,0,0,0,0,0,597,0.932998325,0.067001675,0,0.075,0.0,0,0,100.0,0.0,0,68.99224806,0,0,1,0,0,7134,0,0,0,7,50,16,2,0,0,0,0,0,1,0,4,1,0,0,0,1,0.0,0.0
9201,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,5,5,0,5,5,0,5.0,5.0,0.0,0,0,0,0,0,36,1.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,1,1,0,450,8315,11,0,0,5,23,15,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0.0,0.0
10514,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,3,3,3,4,11,11,10,7.0,7.0,7.0,0,0,0,0,0,210,0.566666667,0.433333333,2,0.0,0.010989011,0,1,68.75,31.25,0,10.58823529,0,1,1,0,635,6670,6886,0,0,5,42,19,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0.0,0.0
6405,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,3,3,7,3,32,7,32,13.5,7.0,15.66666667,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,1,1,0,0,0,4376,0,0,1,1,72,14,2,0,0,1,0,1,0,0,4,1,0,0,0,0,0.18055555555555555,0.0
4896,0,0,1,0,0,0,0,1,0,0,3,0,1,0,0,9,0,2,6,2,8,6,8,4.666666667,6.0,4.5,0,0,0,0,0,18,0.833333333,0.166666667,0,0.0,1.0,0,1,100.0,0.0,0,0.0,0,1,1,0,6,360,8262494,0,1,0,63,10,3,0,1,1,0,1,0,2,4,1,0,0,0,1,0.047619047619047616,0.0
8065,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,3,2,4,2,8,8,7,4.111111111,6.0,3.571428571,0,0,0,0,0,12,0.833333333,0.166666667,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0,213,4170,3316475,0,0,3,57,17,2,3,0,0,0,0,0,0,7,1,0,0,0,0,0.14035087719298245,0.0
6268,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,3,3,3,11,11,5,5.0,7.0,3.666666667,1,0,0,0,0,11,1.0,0.0,0,0.0,0.0,0,0,100.0,0.0,0,100.0,0,1,0,0,315,2241,0,0,1,3,40,19,3,0,0,0,0,0,0,0,4,1,0,0,0,0,0.0,0.0
10966,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,4,4,0,13,13,0,7.666666667,7.666666667,0.0,0,0,0,0,0,7,0.0,1.0,1,0.0,0.0,0,1,0.0,0.0,0,0.0,0,1,0,0,0,-1,0,0,1,0,37,28,2,1,0,0,0,0,0,0,3,1,0,0,0,1,0.0,0.0
9460,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,6,5,1,3,1,10,10,9,5.666666667,6.5,5.25,0,0,0,0,0,60,0.25,0.75,0,0.0,0.311111111,0,1,100.0,0.0,0,0.0,0,1,0,0,253,5906,1495,0,0,6,51,18,2,2,0,0,0,0,0,0,4,1,0,0,0,1,0.0196078431372549,0.0
3484,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,1,3,3,0,11,11,0,6.333333333,6.333333333,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,1,0,0,84,2837,0,0,1,2,34,25,2,1,0,0,0,0,0,0,3,1,0,0,0,1,0.0,0.0
10324,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,1,3,3,10,14,5,14,8.0,4.0,12.0,0,0,0,1,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,1,1,0,0,2429,1953,4365,0,1,3,48,14,2,0,0,1,0,0,0,0,3,1,0,0,0,1,0.0625,0.07142857142857142
2680,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,3,8,3,8,8,5,4.8,8.0,4.0,0,0,0,0,0,3,1.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,1,0,0,223,-1,0,0,1,2,41,14,3,0,0,0,0,0,0,0,5,1,0,0,0,0,0.0,0.0
6150,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,6,7,3,3,3,50,6,50,11.83333333,4.666666667,19.0,0,0,0,0,2,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,1,1,0,0,301,-1,0,0,1,0,86,19,4,0,0,0,0,0,0,0,4,1,0,0,0,0,0.36046511627906974,0.0
9609,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,6,3,1,3,1,12,12,8,5.5,7.5,4.5,0,0,0,0,0,52,0.846153846,0.153846154,0,0.0,0.0,0,1,100.0,0.0,0,40.0,0,1,1,0,3479,8047,2604,0,0,6,50,20,3,0,0,0,0,0,0,0,5,1,0,0,0,1,0.0,0.0
1025,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,1,2,2,4,13,9,13,6.8,5.5,7.666666667,0,0,0,0,0,570,0.98245614,0.01754386,0,0.3,0.0,0,0,100.0,0.0,0,72.22222222,0,0,1,0,902,7133,12,0,0,7,50,16,2,0,0,0,0,0,1,0,4,1,0,0,0,1,0.0,0.0
3129,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,3,3,3,8,10,5,10,7.0,4.0,9.0,0,0,0,1,0,8,0.125,0.875,1,0.0,0.0,0,1,0.0,0.0,0,0.0,0,1,0,0,2430,1953,4365,0,1,3,52,14,2,0,0,1,0,1,0,0,3,1,0,0,0,1,0.07692307692307693,0.0
3311,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,9,0,2,5,2,7,5,7,3.888888889,5.0,3.75,1,0,0,0,0,44,0.727272727,0.272727273,0,0.5,0.0,1,1,100.0,0.0,0,0.0,0,1,1,0,295,-1,0,0,1,0,54,9,4,0,0,0,0,0,0,2,5,1,0,0,0,0,0.1111111111111111,0.2222222222222222
8135,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,1,19,1,19,19,3,7.666666667,19.0,2.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,1,1,0,0,63,4322,0,0,1,3,36,23,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0.0,0.0
348,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,5,3,3,3,4,7,6,7,5.0,4.5,5.333333333,0,0,0,0,0,61,0.590163934,0.409836066,0,0.0,0.0,0,1,0.0,0.0,0,82.05128205,0,1,0,0,694,9897,183,0,0,8,42,14,2,1,0,0,0,0,0,0,5,1,0,0,0,1,0.0,0.0
9523,1,1,1,0,0,0,0,1,0,0,3,0,0,0,0,11,6,2,3,2,12,12,9,5.363636364,7.5,4.888888889,0,0,0,0,0,202,0.747524752,0.252475248,2,0.294117647,0.098039216,0,1,70.0,30.0,0,38.0952381,0,1,1,0,365,9131,15561,0,1,6,80,20,3,4,0,0,0,0,0,0,6,1,0,0,0,0,0.1125,0.0
3821,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,3,1,2,2,0,8,8,0,5.666666667,5.666666667,0.0,1,0,0,0,0,141,0.914893617,0.085106383,0,0.166666667,0.0,0,0,85.0,15.0,0,79.48717949,0,1,1,0,244,4870,0,0,0,0,32,23,2,1,0,0,0,0,0,0,3,1,0,0,0,1,0.0,0.0
7735,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,3,3,0,8,8,0,5.5,5.5,0.0,0,0,0,0,0,33,0.303030303,0.696969697,0,0.260869565,0.086956522,0,0,50.0,50.0,0,22.22222222,0,1,1,0,3330,5800,9158,0,0,5,25,16,2,0,0,0,0,0,0,0,3,1,0,0,0,1,0.0,0.0
737,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,2,2,3,9,9,4,4.5,5.5,3.5,0,0,0,0,0,1768,0.960972851,0.039027149,0,0.347826087,0.15942029,0,0,100.0,0.0,0,73.76425856,0,0,1,0,902,7133,12,0,0,7,33,16,2,0,0,0,0,0,0,0,4,1,0,0,0,1,0.030303030303030304,0.0
3313,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,6,0,3,14,3,14,14,7,6.833333333,14.0,5.4,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,1,1,0,0,355,2931,0,0,1,1,58,18,2,0,0,1,0,1,1,0,4,1,0,0,0,0,0.0,0.0
2568,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,8,0,4,4,4,10,5,10,6.5,4.5,7.166666667,0,0,0,0,0,53,0.660377358,0.339622642,0,0.333333333,0.166666667,0,0,50.0,50.0,0,23.80952381,0,0,1,0,275,11049,549,0,0,6,70,14,3,4,0,0,0,0,0,0,3,1,0,0,0,0,0.07142857142857142,0.0
8552,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,3,3,0,13,13,0,8.0,8.0,0.0,0,0,0,0,0,24,0.666666667,0.333333333,1,0.0,0.125,1,1,90.0,10.0,0,80.0,0,1,1,0,194,902,0,0,1,0,28,20,2,0,0,0,0,0,0,0,2,1,0,0,0,1,0.0,0.0
2873,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,1,4,23,4,23,23,20,12.2,23.0,9.5,0,0,0,0,0,99,0.898989899,0.101010101,3,0.0,0.0,0,1,100.0,0.0,0,0.0,0,1,0,0,261,1200,0,0,0,0,77,27,3,0,0,1,0,0,0,0,4,1,0,0,0,0,0.12987012987012986,0.0
8479,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,8,13,8,13,13,8,10.5,13.0,8.0,0,0,0,0,0,77,0.87012987,0.12987013,0,0.2,0.0,0,0,100.0,0.0,0,36.36363636,0,1,0,0,476,1716,1699634,0,0,2,37,19,2,0,0,0,0,0,0,0,4,1,0,0,0,1,0.0,0.0
3860,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,2,6,2,7,6,7,4.25,6.0,4.0,0,0,0,0,0,104,0.971153846,0.028846154,0,0.666666667,0.0,0,0,100.0,0.0,0,95.34883721,0,1,1,0,1659,2358,303318,0,0,4,54,11,1,6,0,0,0,0,0,0,3,1,0,0,0,1,0.0,0.0
10212,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,7,2,11,2,32,11,32,9.222222222,11.0,9.0,3,0,0,0,0,88,0.897727273,0.102272727,0,0.555555556,0.222222222,1,0,100.0,0.0,0,85.71428571,0,1,0,0,146,2046,0,0,1,0,102,15,1,1,0,0,0,0,0,0,9,1,0,0,0,0,0.20588235294117646,0.0
11263,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,6,4,3,3,3,7,7,6,4.5,5.0,4.25,0,0,0,0,0,54,0.425925926,0.574074074,1,0.516129032,0.129032258,0,1,86.66666667,13.33333333,0,35.48387097,0,1,0,0,1444,6207,36636,0,0,5,44,15,2,2,0,0,0,0,0,0,5,1,0,0,0,0,0.0,0.0
8014,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,6,1,4,7,4,9,9,8,6.666666667,8.0,6.0,0,0,0,0,0,704,0.670454545,0.329545455,0,0.051724138,0.0,0,0,100.0,0.0,0,1.694915254,0,0,0,0,603,6337,291,0,0,5,57,21,2,0,0,0,0,0,1,0,4,2,0,0,0,1,0.0,0.0
8649,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,6,6,0,23,23,0,14.5,14.5,0.0,1,0,0,0,0,41,0.975609756,0.024390244,0,0.0,0.0,0,0,100.0,0.0,0,100.0,0,1,0,0,248,5230,0,0,1,7,43,34,2,0,0,0,0,0,0,0,3,1,0,0,0,1,0.0,0.0
2644,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,3,3,3,6,9,9,7,6.25,6.0,6.5,0,0,0,0,0,306,0.774509804,0.225490196,0,0.0,0.0,0,0,100.0,0.0,0,1.470588235,0,0,0,0,307,9189,316,0,0,5,39,17,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0.0,0.0
